,total_loan_costs,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,total_loan_costs,loan_term,property_value,occupancy_type,applicant_age,income,denial_reason_1
74691,10107.33,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,345000,3.25,10107.33,372,425000,2,45-54,294,10
74692,4288.75,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,5.625,4288.75,360,205000,1,35-44,60,10
74693,3403.05,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,135000,4,3403.05,360,135000,1,<25,43,10
74694,11248.76,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,435000,3.5,11248.76,372,585000,1,55-64,138,10
74695,3694.2,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,175000,4,3694.2,360,175000,1,55-64,49,10
74696,6523.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,555000,2.75,6523.2,360,805000,1,>74,124,10
74697,3830.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,245000,3.875,3830.8,360,245000,1,25-34,76,10
74698,4664.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,225000,5.625,4664.4,360,255000,1,35-44,53,10
74699,5538.7,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,345000,3.875,5538.7,360,345000,1,25-34,85,10
74700,3279.93,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,155000,2.625,3279.93,180,545000,1,55-64,156,10
74701,3159.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,125000,3,3159.55,180,155000,1,55-64,60,10
74702,5164.05,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,275000,5.75,5164.05,360,305000,1,25-34,75,10
74704,4057.08,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,235000,5.75,4057.08,360,265000,1,45-54,57,10
74705,3840,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,215000,3.625,3840,360,215000,1,<25,59,10
74706,3551.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,215000,2.75,3551.4,360,395000,1,45-54,62,10
74707,1749.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,35000,2.875,1749.8,120,355000,1,65-74,58,10
74708,3638.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,155000,3.75,3638.8,360,155000,1,25-34,45,10
74710,28353.65,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,2385000,2.75,28353.65,378,3175000,1,35-44,604,10
74711,2894.78,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,31,195000,2.75,2894.78,360,295000,1,<25,60,10
74712,13913.9,Single Family (1-4 Units):Site-Built,Joint,5,3,1,1,985000,2.75,13913.9,378,1225000,2,45-54,437,10
74713,14624.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,905000,3.5,14624.1,378,1345000,1,45-54,216,10
74714,22006.04,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,1685000,2.75,22006.04,378,2105000,1,35-44,682,10
74715,11557.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,755000,2.75,11557.9,372,945000,1,55-64,247,10
74716,2607.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,75000,2.375,2607.55,120,155000,1,65-74,130,10
74717,5226.5,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,425000,2.75,5226.5,360,565000,1,45-54,255,10
74718,11934.58,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,495000,3.375,11934.58,372,655000,1,25-34,172,10
74719,3055.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,185000,2.5,3055.5,180,225000,1,25-34,132,10
74720,3256.38,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,1,1,105000,5.75,3256.38,360,125000,1,35-44,51,10
74721,4985.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,3,1,4,375000,2.625,4985.1,180,465000,1,25-34,125,10
74722,2397.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,115000,2.5,2397.6,180,395000,1,45-54,176,10
74723,3408.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,245000,2.625,3408.25,180,345000,1,35-44,254,10
74724,2621.05,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,75000,3.75,2621.05,360,75000,1,35-44,61,10
74725,2867.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,135000,2.75,2867.1,180,375000,1,35-44,164,10
74726,14098.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,595000,3.5,14098.1,372,745000,1,55-64,169,10
74727,2785.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,85000,2.5,2785.6,180,305000,1,45-54,81,10
74728,3188.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,85000,2.625,3188.5,180,165000,1,35-44,167,10
74729,2884.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,115000,2.625,2884.45,180,225000,1,55-64,73,10
74730,3527.3,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,5.625,3527.3,360,205000,1,35-44,64,10
74731,16892.28,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,1085000,2.75,16892.28,378,1425000,1,25-34,424,10
74732,8887.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,935000,3.25,8887.15,360,1515000,1,25-34,431,10
74733,6819.74,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,555000,2.875,6819.74,360,815000,1,45-54,245,10
74734,25036.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1835000,2.75,25036.29,378,3305000,1,45-54,653,10
74735,2036.25,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,2,55000,3,2036.25,180,565000,1,55-64,109,10
74736,4434.94,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,385000,2.625,4434.94,180,635000,2,55-64,545,10
74737,3885.18,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,85000,3.75,3885.18,360,85000,1,<25,28,10
74738,3719.02,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,215000,5.625,3719.02,360,245000,1,35-44,73,10
74739,5274.85,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,455000,2.875,5274.85,360,695000,1,65-74,178,10
74740,3495.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,205000,4,3495.3,360,205000,1,<25,37,10
74741,6094.1,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,31,625000,2.875,6094.1,360,825000,1,45-54,209,10
74742,2679.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,235000,2.75,2679.3,180,405000,1,25-34,91,10
74743,4375.55,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,265000,5.625,4375.55,360,345000,1,35-44,72,10
74744,5127.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,345000,2.75,5127.45,180,455000,2,55-64,106,10
74745,8642.55,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,1,31,895000,2.875,8642.55,360,1505000,1,55-64,865,10
74746,6026.38,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,465000,3.25,6026.38,360,555000,1,35-44,196,10
74747,3481.52,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,135000,3.875,3481.52,360,135000,1,25-34,43,10
74749,2161.02,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,145000,2.875,2161.02,180,245000,1,35-44,59,10
74751,5142.31,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,225000,5.625,5142.31,360,245000,1,35-44,82,10
74752,3011.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,125000,2.75,3011.1,180,585000,1,>74,90,10
74753,4112.3,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,1,1,135000,3.875,4112.3,360,135000,1,35-44,62,10
74754,4408.91,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,195000,2.75,4408.91,180,575000,1,25-34,73,10
74755,3449.65,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,195000,2.875,3449.65,180,425000,1,55-64,225,10
74756,4467.49,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,225000,3.875,4467.49,360,225000,1,25-34,66,10
74757,3064.44,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,145000,4,3064.44,360,145000,1,25-34,42,10
74758,4308.85,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,285000,3,4308.85,360,1375000,1,65-74,116,10
74759,10134.22,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,375000,3.625,10134.22,372,535000,1,25-34,138,10
74760,3115.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,265000,3.875,3115.1,360,265000,1,45-54,59,10
74761,6160.52,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,465000,2.75,6160.52,180,765000,1,65-74,384,10
74763,4907.96,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,255000,5.625,4907.96,360,275000,1,35-44,67,10
74764,10893.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,1,1,1,1155000,2.625,10893.9,360,1855000,1,55-64,430,10
74765,1987.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,55000,3,1987.25,360,245000,1,>74,58,10
74766,2348.3,Single Family (1-4 Units):Site-Built,Joint,5,1,1,31,155000,2.75,2348.3,180,285000,1,35-44,76,10
74767,1540.72,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,235000,3.875,1540.72,360,235000,1,25-34,79,10
74768,4813.88,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,265000,3.875,4813.88,360,265000,1,25-34,57,10
74769,5267.34,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,745000,2.875,5267.34,360,1255000,1,35-44,228,10
74770,14646.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,895000,2.875,14646.65,360,2515000,1,55-64,913,10
74847,16542.6,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,1005000,2.5,16542.6,378,1805000,1,55-64,279,10
74850,5479.91,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,275000,3.125,5479.91,360,275000,1,25-34,53,10
74851,4797.96,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,245000,5.625,4797.96,360,275000,1,35-44,78,10
74852,6759.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,545000,2.125,6759.5,180,555000,1,45-54,322,10
74853,5128.46,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,305000,3.125,5128.46,360,305000,1,25-34,72,10
74854,5030.23,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,235000,5.625,5030.23,360,265000,1,45-54,79,10
74855,11958,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,295000,4,11958,360,425000,1,45-54,105,10
74856,26928.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,2005000,2.625,26928.9,378,4405000,1,45-54,630,10
74857,3526.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,235000,2.75,3526.1,360,385000,1,25-34,101,10
74858,3891.47,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,3.875,3891.47,360,185000,1,25-34,53,10
74859,3099.35,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,235000,3.125,3099.35,360,255000,1,45-54,127,10
74861,16858.19,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1025000,2.375,16858.19,378,1755000,1,55-64,1016,10
74862,4672.05,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,315000,3,4672.05,360,355000,1,45-54,198,10
74863,3381.94,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,125000,2.875,3381.94,180,145000,1,35-44,69,10
74864,54917.76,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,6505000,2.5,54917.76,378,10005000,1,35-44,6703,10
74865,6239.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,415000,2.75,6239.55,360,555000,1,35-44,91,10
74866,3882.5,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,155000,5.625,3882.5,360,175000,1,25-34,63,10
74867,2990.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,165000,3.75,2990.8,360,165000,1,65-74,41,10
74868,4258.75,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,215000,5.625,4258.75,360,235000,1,25-34,48,10
74869,6276.13,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,465000,2.625,6276.13,360,585000,1,55-64,128,10
74870,10925.25,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,425000,3.25,10925.25,372,525000,1,45-54,135,10
74871,3809.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,135000,2.25,3809.8,180,355000,1,<25,60,10
74872,4535.44,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,265000,3.875,4535.44,360,265000,1,25-34,54,10
74874,11111.75,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,445000,3.25,11111.75,372,575000,1,35-44,141,10
74875,37670.52,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,3575000,2.625,37670.52,378,5105000,1,65-74,1126,10
74876,4290.26,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,195000,5.625,4290.26,360,245000,1,25-34,66,10
74877,14748.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,645000,3.25,14748.7,372,805000,1,45-54,295,10
74878,9871.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,375000,3.625,9871.2,372,445000,1,45-54,124,10
74879,3898.51,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,195000,4,3898.51,360,195000,1,25-34,46,10
74880,4050.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,355000,2.25,4050.1,180,445000,2,45-54,1262,10
74881,26679.48,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,1,1,1,2075000,3.375,26679.48,378,2765000,1,45-54,619,10
74882,4484.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,265000,4,4484.8,360,265000,1,25-34,49,10
74884,10047.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,395000,3.25,10047.55,372,495000,2,45-54,345,10
74885,12369.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,1,495000,3.625,12369.8,372,585000,1,35-44,135,10
74886,2977.18,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,105000,3.625,2977.18,360,105000,1,35-44,133,10
74887,6039.06,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,425000,2.625,6039.06,360,525000,1,35-44,171,10
74888,16459.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1125000,3.375,16459.35,378,2085000,1,35-44,654,10
74889,14726.16,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,595000,2.625,14726.16,372,745000,2,55-64,234,10
74890,5034.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,325000,2.625,5034.65,360,405000,1,35-44,223,10
74891,12191.6,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,515000,3.375,12191.6,372,645000,2,45-54,338,10
74892,4198.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,1,1,245000,3.625,4198.1,360,245000,1,25-34,184,10
74893,5478.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,415000,2.25,5478.9,180,555000,1,55-64,133,10
74894,12597.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,595000,3.625,12597.9,372,825000,1,35-44,151,10
74895,5891.58,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,2,1,125000,3.75,5891.58,360,125000,1,45-54,64,10
74896,15793.48,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,615000,2.75,15793.48,372,775000,1,45-54,371,10
74897,3672.64,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,195000,5.625,3672.64,360,225000,1,25-34,44,10
74898,3881.45,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,165000,5.625,3881.45,360,185000,1,25-34,59,10
74899,3988.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,225000,3.375,3988.8,360,235000,1,25-34,55,10
74900,3674.26,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,215000,5.625,3674.26,360,235000,1,25-34,51,10
74901,3016.85,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,135000,2.5,3016.85,180,165000,1,25-34,92,10
74902,3807.07,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,3.875,3807.07,360,185000,1,<25,68,10
74903,4029.96,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,165000,3.875,4029.96,360,165000,1,55-64,31,10
74904,12672.78,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,515000,3.375,12672.78,372,675000,1,35-44,208,10
74905,5790.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,295000,3.625,5790.87,360,295000,1,25-34,107,10
74906,3422.73,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,5.625,3422.73,360,215000,1,25-34,83,10
74907,3340.1,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,105000,2.75,3340.1,360,395000,1,45-54,102,10
74908,3854.74,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,245000,3.875,3854.74,360,245000,1,25-34,56,10
74909,7797.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,2,705000,3.375,7797.3,360,1425000,1,35-44,375,10
74910,3516.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,215000,3.875,3516.8,360,215000,1,55-64,59,10
74911,7840.11,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,605000,2.5,7840.11,180,665000,1,45-54,265,10
74912,2602.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,4,75000,2.5,2602.55,180,335000,1,35-44,58,10
74913,2999.06,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,125000,3.75,2999.06,360,125000,1,25-34,30,10
74914,11876.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,485000,3.5,11876.8,372,605000,1,45-54,148,10
74915,6560.71,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,475000,2.5,6560.71,180,595000,1,35-44,186,10
74916,10445.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,1685000,2.75,10445.5,360,2105000,2,35-44,434,10
74917,4778.36,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,235000,5.625,4778.36,360,275000,1,35-44,53,10
74918,13073.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,525000,3.625,13073.29,372,615000,1,65-74,153,10
74919,10657.85,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1005000,3.25,10657.85,360,1255000,2,45-54,942,10
74920,4716.35,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,255000,4,4716.35,360,255000,1,25-34,62,10
74921,10989.62,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1025000,3.375,10989.62,360,1285000,1,35-44,440,10
74922,4411.13,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,255000,5.625,4411.13,360,285000,1,35-44,56,10
74923,2205.11,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,1,1,185000,3.625,2205.11,360,185000,1,35-44,71,10
74924,9510.77,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,325000,3.5,9510.77,372,575000,1,35-44,177,10
74925,5959.85,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,365000,3.625,5959.85,360,375000,1,35-44,69,10
74926,7212.68,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,1325000,3.25,7212.68,360,2505000,1,55-64,1310,10
74927,3573.22,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,155000,4,3573.22,360,155000,1,<25,34,10
74928,3296.26,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,3,1,2,165000,3,3296.26,360,655000,1,55-64,104,10
74929,3433.2,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,155000,5.625,3433.2,360,175000,1,35-44,39,10
74930,2992.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,75000,3.625,2992.4,360,75000,1,35-44,68,10
74931,32026.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,3695000,2.875,32026.4,378,5275000,1,45-54,2305,10
74932,2956.8,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,45000,3.625,2956.8,360,85000,1,65-74,34,10
74933,11691.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,685000,3.625,11691.6,372,855000,1,25-34,159,10
74934,2713.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,4,65000,2.625,2713.55,180,175000,2,45-54,28,10
74935,11417.16,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,455000,3.875,11417.16,372,545000,1,25-34,138,10
74936,11702.04,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,475000,3.5,11702.04,372,695000,1,35-44,106,10
74937,17332.59,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,1115000,3.5,17332.59,378,1815000,1,65-74,333,10
74938,10271.94,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,31,435000,2.75,10271.94,192,685000,1,25-34,315,10
74939,3972.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,215000,5.75,3972.4,360,235000,1,45-54,54,10
74940,3558.1,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,1,525000,2.75,3558.1,180,825000,2,55-64,240,10
74942,4396.04,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,495000,2.75,4396.04,360,645000,1,35-44,246,10
74943,11127.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,535000,3,11127.3,372,665000,1,35-44,197,10
74945,5205.61,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,345000,3.875,5205.61,360,345000,1,25-34,91,10
74946,3912.98,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,225000,3.5,3912.98,360,265000,1,25-34,97,10
74947,2443.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,85000,5.625,2443.8,360,185000,1,45-54,44,10
74948,13888.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,525000,2.875,13888.87,372,655000,2,45-54,233,10
74949,2941.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,85000,5.625,2941.8,360,105000,1,35-44,71,10
74950,3858.47,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,155000,3.625,3858.47,360,195000,1,25-34,287,10
74951,3896.29,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,235000,3.875,3896.29,360,235000,1,35-44,41,10
74952,1117.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,4,125000,5.5,1117.5,120,905000,1,45-54,222,10
74958,4533.64,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,255000,5.625,4533.64,360,285000,1,<25,66,10
74959,5415.44,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,285000,5.625,5415.44,360,315000,1,25-34,69,10
74960,5075,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,265000,3.125,5075,360,355000,2,55-64,138,10
75008,2535.35,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,55000,2.25,2535.35,120,335000,1,25-34,60,10
75009,3613.88,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,145000,3.625,3613.88,360,205000,1,55-64,31,10
75016,3240.3,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,185000,3.125,3240.3,360,185000,1,25-34,39,10
75017,13776.69,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,1805000,3,13776.69,360,2405000,1,45-54,450,10
75018,3605.94,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,235000,3.875,3605.94,360,235000,1,55-64,70,10
75019,8794.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,1,835000,3.375,8794.01,360,1235000,1,45-54,369,10
75020,8012.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,1,255000,3.5,8012.1,372,405000,1,45-54,222,10
75021,3839.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,225000,3.625,3839.95,360,235000,1,25-34,80,10
75023,18282.21,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,1385000,3.625,18282.21,378,1705000,1,35-44,294,10
75024,3099.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,135000,3.875,3099.6,360,135000,1,45-54,46,10
75025,2952.1,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,4,205000,2.25,2952.1,180,295000,1,35-44,126,10
75026,12586.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,515000,2.625,12586.1,372,665000,1,55-64,141,10
75027,8211.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,255000,3.25,8211.05,372,365000,1,25-34,73,10
75028,12868.59,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,445000,3.25,12868.59,372,555000,2,35-44,405,10
75029,4542.27,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,205000,5.625,4542.27,360,225000,1,35-44,47,10
